codigo,nome_estacao,uf,mes,temperatura,ano,mes_num
82784.0,Barbalha,CE,janeiro,26.2,1991 - 2021,1
82784.0,Barbalha,CE,fevereiro,25.6,1991 - 2021,2
82784.0,Barbalha,CE,marco,25.4,1991 - 2021,3
82784.0,Barbalha,CE,abril,25.2,1991 - 2021,4
82784.0,Barbalha,CE,maio,25.0,1991 - 2021,5
82784.0,Barbalha,CE,junho,24.7,1991 - 2021,6
82784.0,Barbalha,CE,julho,24.6,1991 - 2021,7
82784.0,Barbalha,CE,agosto,25.5,1991 - 2021,8
82784.0,Barbalha,CE,setembro,26.8,1991 - 2021,9
82784.0,Barbalha,CE,outubro,27.8,1991 - 2021,10
82784.0,Barbalha,CE,novembro,27.8,1991 - 2021,11
82784.0,Barbalha,CE,dezembro,27.3,1991 - 2021,12
82797.0,Surubim,PE,janeiro,24.8,1961 - 1991,1
82797.0,Surubim,PE,fevereiro,24.9,1961 - 1991,2
82797.0,Surubim,PE,marco,24.6,1961 - 1991,3
82797.0,Surubim,PE,abril,24.3,1961 - 1991,4
82797.0,Surubim,PE,maio,23.3,1961 - 1991,5
82797.0,Surubim,PE,junho,22.3,1961 - 1991,6
82797.0,Surubim,PE,julho,21.6,1961 - 1991,7
82797.0,Surubim,PE,agosto,21.9,1961 - 1991,8
82797.0,Surubim,PE,setembro,22.7,1961 - 1991,9
82797.0,Surubim,PE,outubro,23.8,1961 - 1991,10
82797.0,Surubim,PE,novembro,24.4,1961 - 1991,11
82797.0,Surubim,PE,dezembro,24.7,1961 - 1991,12
82797.0,Surubim,PE,janeiro,25.3,1981 - 2011,1
82797.0,Surubim,PE,fevereiro,25.5,1981 - 2011,2
82797.0,Surubim,PE,marco,25.5,1981 - 2011,3
82797.0,Surubim,PE,abril,25.0,1981 - 2011,4
82797.0,Surubim,PE,maio,24.1,1981 - 2011,5
82797.0,Surubim,PE,junho,22.6,1981 - 2011,6
82797.0,Surubim,PE,julho,21.9,1981 - 2011,7
82797.0,Surubim,PE,agosto,21.8,1981 - 2011,8
82797.0,Surubim,PE,setembro,22.8,1981 - 2011,9
82797.0,Surubim,PE,outubro,24.1,1981 - 2011,10
82797.0,Surubim,PE,novembro,24.8,1981 - 2011,11
82797.0,Surubim,PE,dezembro,25.2,1981 - 2011,12
82797.0,Surubim,PE,janeiro,25.3,1991 - 2021,1
82797.0,Surubim,PE,fevereiro,25.6,1991 - 2021,2
82797.0,Surubim,PE,marco,25.6,1991 - 2021,3
82797.0,Surubim,PE,abril,25.2,1991 - 2021,4
82797.0,Surubim,PE,maio,24.1,1991 - 2021,5
82797.0,Surubim,PE,junho,22.7,1991 - 2021,6
82797.0,Surubim,PE,julho,21.9,1991 - 2021,7
82797.0,Surubim,PE,agosto,22.0,1991 - 2021,8
82797.0,Surubim,PE,setembro,22.9,1991 - 2021,9
82797.0,Surubim,PE,outubro,24.1,1991 - 2021,10
82797.0,Surubim,PE,novembro,24.9,1991 - 2021,11
82797.0,Surubim,PE,dezembro,25.3,1991 - 2021,12
82798.0,João Pessoa,PB,janeiro,27.1,1961 - 1991,1
82798.0,João Pessoa,PB,fevereiro,27.2,1961 - 1991,2
82798.0,João Pessoa,PB,marco,27.0,1961 - 1991,3
82798.0,João Pessoa,PB,abril,26.7,1961 - 1991,4
82798.0,João Pessoa,PB,maio,26.0,1961 - 1991,5
82798.0,João Pessoa,PB,junho,25.2,1961 - 1991,6
82798.0,João Pessoa,PB,julho,24.2,1961 - 1991,7
82798.0,João Pessoa,PB,agosto,24.3,1961 - 1991,8
82798.0,João Pessoa,PB,setembro,25.1,1961 - 1991,9
82798.0,João Pessoa,PB,outubro,26.3,1961 - 1991,10
82798.0,João Pessoa,PB,novembro,26.7,1961 - 1991,11
82798.0,João Pessoa,PB,dezembro,26.9,1961 - 1991,12
82798.0,João Pessoa,PB,janeiro,27.8,1981 - 2011,1
82798.0,João Pessoa,PB,fevereiro,27.9,1981 - 2011,2
82798.0,João Pessoa,PB,marco,27.9,1981 - 2011,3
82798.0,João Pessoa,PB,abril,27.5,1981 - 2011,4
82798.0,João Pessoa,PB,maio,26.8,1981 - 2011,5
82798.0,João Pessoa,PB,junho,25.6,1981 - 2011,6
82798.0,João Pessoa,PB,julho,25.1,1981 - 2011,7
82798.0,João Pessoa,PB,agosto,25.2,1981 - 2011,8
82798.0,João Pessoa,PB,setembro,26.2,1981 - 2011,9
82798.0,João Pessoa,PB,outubro,27.0,1981 - 2011,10
82798.0,João Pessoa,PB,novembro,27.4,1981 - 2011,11
82798.0,João Pessoa,PB,dezembro,27.7,1981 - 2011,12
82798.0,João Pessoa,PB,janeiro,27.9,1991 - 2021,1
82798.0,João Pessoa,PB,fevereiro,28.1,1991 - 2021,2
82798.0,João Pessoa,PB,marco,28.1,1991 - 2021,3
82798.0,João Pessoa,PB,abril,27.6,1991 - 2021,4
82798.0,João Pessoa,PB,maio,26.9,1991 - 2021,5
82798.0,João Pessoa,PB,junho,25.7,1991 - 2021,6
82798.0,João Pessoa,PB,julho,25.2,1991 - 2021,7
82798.0,João Pessoa,PB,agosto,25.4,1991 - 2021,8
82798.0,João Pessoa,PB,setembro,26.3,1991 - 2021,9
82798.0,João Pessoa,PB,outubro,27.1,1991 - 2021,10
82798.0,João Pessoa,PB,novembro,27.6,1991 - 2021,11
82798.0,João Pessoa,PB,dezembro,27.9,1991 - 2021,12
82861.0,Conceição do Araguaia,PA,janeiro,25.1,1961 - 1991,1
82861.0,Conceição do Araguaia,PA,fevereiro,25.1,1961 - 1991,2
82861.0,Conceição do Araguaia,PA,marco,25.3,1961 - 1991,3
82861.0,Conceição do Araguaia,PA,abril,25.6,1961 - 1991,4
82861.0,Conceição do Araguaia,PA,maio,25.9,1961 - 1991,5
82861.0,Conceição do Araguaia,PA,junho,25.3,1961 - 1991,6
82861.0,Conceição do Araguaia,PA,julho,25.1,1961 - 1991,7
82861.0,Conceição do Araguaia,PA,agosto,25.9,1961 - 1991,8
82861.0,Conceição do Araguaia,PA,setembro,26.4,1961 - 1991,9
82861.0,Conceição do Araguaia,PA,outubro,25.8,1961 - 1991,10
82861.0,Conceição do Araguaia,PA,novembro,25.6,1961 - 1991,11
82861.0,Conceição do Araguaia,PA,dezembro,25.2,1961 - 1991,12
82861.0,Conceição do Araguaia,PA,janeiro,26.0,1981 - 2011,1
82861.0,Conceição do Araguaia,PA,fevereiro,26.0,1981 - 2011,2
82861.0,Conceição do Araguaia,PA,marco,26.0,1981 - 2011,3
82861.0,Conceição do Araguaia,PA,abril,26.7,1981 - 2011,4
82861.0,Conceição do Araguaia,PA,maio,27.3,1981 - 2011,5
82861.0,Conceição do Araguaia,PA,junho,27.3,1981 - 2011,6
82861.0,Conceição do Araguaia,PA,julho,27.5,1981 - 2011,7
82861.0,Conceição do Araguaia,PA,agosto,28.2,1981 - 2011,8
82861.0,Conceição do Araguaia,PA,setembro,28.1,1981 - 2011,9
82861.0,Conceição do Araguaia,PA,outubro,27.1,1981 - 2011,10
82861.0,Conceição do Araguaia,PA,novembro,26.5,1981 - 2011,11
82861.0,Conceição do Araguaia,PA,dezembro,26.2,1981 - 2011,12
82861.0,Conceição do Araguaia,PA,janeiro,26.3,1991 - 2021,1
82861.0,Conceição do Araguaia,PA,fevereiro,26.3,1991 - 2021,2
82861.0,Conceição do Araguaia,PA,marco,26.5,1991 - 2021,3
82861.0,Conceição do Araguaia,PA,abril,26.9,1991 - 2021,4
82861.0,Conceição do Araguaia,PA,maio,27.7,1991 - 2021,5
82861.0,Conceição do Araguaia,PA,junho,27.8,1991 - 2021,6
82861.0,Conceição do Araguaia,PA,julho,28.0,1991 - 2021,7
82861.0,Conceição do Araguaia,PA,agosto,28.8,1991 - 2021,8
82861.0,Conceição do Araguaia,PA,setembro,28.9,1991 - 2021,9
82861.0,Conceição do Araguaia,PA,outubro,27.8,1991 - 2021,10
82861.0,Conceição do Araguaia,PA,novembro,26.9,1991 - 2021,11
82861.0,Conceição do Araguaia,PA,dezembro,26.5,1991 - 2021,12
82863.0,Pedro Afonso,TO,janeiro,25.3,1961 - 1991,1
82863.0,Pedro Afonso,TO,fevereiro,25.4,1961 - 1991,2
82863.0,Pedro Afonso,TO,marco,25.6,1961 - 1991,3
82863.0,Pedro Afonso,TO,abril,26.0,1961 - 1991,4
82863.0,Pedro Afonso,TO,maio,26.2,1961 - 1991,5
82863.0,Pedro Afonso,TO,junho,25.3,1961 - 1991,6
82863.0,Pedro Afonso,TO,julho,25.4,1961 - 1991,7
82863.0,Pedro Afonso,TO,agosto,26.4,1961 - 1991,8
82863.0,Pedro Afonso,TO,setembro,27.2,1961 - 1991,9
82863.0,Pedro Afonso,TO,outubro,26.4,1961 - 1991,10
82863.0,Pedro Afonso,TO,novembro,25.9,1961 - 1991,11
82863.0,Pedro Afonso,TO,dezembro,25.5,1961 - 1991,12
82863.0,Pedro Afonso,TO,janeiro,25.8,1981 - 2011,1
82863.0,Pedro Afonso,TO,fevereiro,25.8,1981 - 2011,2
82863.0,Pedro Afonso,TO,marco,25.9,1981 - 2011,3
82863.0,Pedro Afonso,TO,abril,26.3,1981 - 2011,4
82863.0,Pedro Afonso,TO,maio,26.5,1981 - 2011,5
82863.0,Pedro Afonso,TO,junho,25.6,1981 - 2011,6
82863.0,Pedro Afonso,TO,julho,25.5,1981 - 2011,7
82863.0,Pedro Afonso,TO,agosto,26.7,1981 - 2011,8
82863.0,Pedro Afonso,TO,setembro,27.8,1981 - 2011,9
82863.0,Pedro Afonso,TO,outubro,27.0,1981 - 2011,10
82863.0,Pedro Afonso,TO,novembro,26.4,1981 - 2011,11
82863.0,Pedro Afonso,TO,dezembro,26.0,1981 - 2011,12
82863.0,Pedro Afonso,TO,janeiro,26.0,1991 - 2021,1
82863.0,Pedro Afonso,TO,fevereiro,26.0,1991 - 2021,2
82863.0,Pedro Afonso,TO,marco,26.2,1991 - 2021,3
82863.0,Pedro Afonso,TO,abril,26.7,1991 - 2021,4
82863.0,Pedro Afonso,TO,maio,26.8,1991 - 2021,5
82863.0,Pedro Afonso,TO,junho,26.0,1991 - 2021,6
82863.0,Pedro Afonso,TO,julho,25.7,1991 - 2021,7
82863.0,Pedro Afonso,TO,agosto,27.0,1991 - 2021,8
82863.0,Pedro Afonso,TO,setembro,28.3,1991 - 2021,9
82863.0,Pedro Afonso,TO,outubro,27.6,1991 - 2021,10
82863.0,Pedro Afonso,TO,novembro,26.8,1991 - 2021,11
82863.0,Pedro Afonso,TO,dezembro,26.4,1991 - 2021,12
82900.0,Recife (Curado),PE,janeiro,26.5,1961 - 1991,1
82900.0,Recife (Curado),PE,fevereiro,26.5,1961 - 1991,2
82900.0,Recife (Curado),PE,marco,26.4,1961 - 1991,3
82900.0,Recife (Curado),PE,abril,25.9,1961 - 1991,4
82900.0,Recife (Curado),PE,maio,25.2,1961 - 1991,5
82900.0,Recife (Curado),PE,junho,24.5,1961 - 1991,6
82900.0,Recife (Curado),PE,julho,23.9,1961 - 1991,7
82900.0,Recife (Curado),PE,agosto,23.9,1961 - 1991,8
82900.0,Recife (Curado),PE,setembro,24.6,1961 - 1991,9
82900.0,Recife (Curado),PE,outubro,25.5,1961 - 1991,10
82900.0,Recife (Curado),PE,novembro,26.1,1961 - 1991,11
82900.0,Recife (Curado),PE,dezembro,26.4,1961 - 1991,12
82900.0,Recife (Curado),PE,janeiro,26.9,1981 - 2011,1
82900.0,Recife (Curado),PE,fevereiro,27.1,1981 - 2011,2
82900.0,Recife (Curado),PE,marco,27.1,1981 - 2011,3
82900.0,Recife (Curado),PE,abril,26.5,1981 - 2011,4
82900.0,Recife (Curado),PE,maio,25.7,1981 - 2011,5
82900.0,Recife (Curado),PE,junho,24.7,1981 - 2011,6
82900.0,Recife (Curado),PE,julho,24.1,1981 - 2011,7
82900.0,Recife (Curado),PE,agosto,24.2,1981 - 2011,8
82900.0,Recife (Curado),PE,setembro,25.1,1981 - 2011,9
82900.0,Recife (Curado),PE,outubro,25.9,1981 - 2011,10
82900.0,Recife (Curado),PE,novembro,26.6,1981 - 2011,11
82900.0,Recife (Curado),PE,dezembro,26.9,1981 - 2011,12
82900.0,Recife (Curado),PE,janeiro,27.1,1991 - 2021,1
82900.0,Recife (Curado),PE,fevereiro,27.3,1991 - 2021,2
82900.0,Recife (Curado),PE,marco,27.2,1991 - 2021,3
82900.0,Recife (Curado),PE,abril,26.6,1991 - 2021,4
82900.0,Recife (Curado),PE,maio,25.8,1991 - 2021,5
82900.0,Recife (Curado),PE,junho,24.8,1991 - 2021,6
82900.0,Recife (Curado),PE,julho,24.2,1991 - 2021,7
82900.0,Recife (Curado),PE,agosto,24.2,1991 - 2021,8
82900.0,Recife (Curado),PE,setembro,25.2,1991 - 2021,9
82900.0,Recife (Curado),PE,outubro,26.1,1991 - 2021,10
82900.0,Recife (Curado),PE,novembro,26.7,1991 - 2021,11
82900.0,Recife (Curado),PE,dezembro,27.1,1991 - 2021,12
82983.0,Petrolina,PE,janeiro,27.2,1961 - 1991,1
82983.0,Petrolina,PE,fevereiro,26.8,1961 - 1991,2
82983.0,Petrolina,PE,marco,27.1,1961 - 1991,3
82983.0,Petrolina,PE,abril,26.2,1961 - 1991,4
82983.0,Petrolina,PE,maio,25.5,1961 - 1991,5
82983.0,Petrolina,PE,junho,24.5,1961 - 1991,6
82983.0,Petrolina,PE,julho,24.1,1961 - 1991,7
82983.0,Petrolina,PE,agosto,24.7,1961 - 1991,8
82983.0,Petrolina,PE,setembro,26.2,1961 - 1991,9
82983.0,Petrolina,PE,outubro,27.7,1961 - 1991,10
82983.0,Petrolina,PE,novembro,28.2,1961 - 1991,11
82983.0,Petrolina,PE,dezembro,27.6,1961 - 1991,12
82983.0,Petrolina,PE,janeiro,28.0,1981 - 2011,1
82983.0,Petrolina,PE,fevereiro,27.8,1981 - 2011,2
82983.0,Petrolina,PE,marco,27.5,1981 - 2011,3
82983.0,Petrolina,PE,abril,27.2,1981 - 2011,4
82983.0,Petrolina,PE,maio,26.3,1981 - 2011,5
82983.0,Petrolina,PE,junho,24.9,1981 - 2011,6
82983.0,Petrolina,PE,julho,24.4,1981 - 2011,7
82983.0,Petrolina,PE,agosto,25.1,1981 - 2011,8
82983.0,Petrolina,PE,setembro,26.7,1981 - 2011,9
82983.0,Petrolina,PE,outubro,28.4,1981 - 2011,10
82983.0,Petrolina,PE,novembro,28.6,1981 - 2011,11
82983.0,Petrolina,PE,dezembro,28.4,1981 - 2011,12
82983.0,Petrolina,PE,janeiro,28.2,1991 - 2021,1
82983.0,Petrolina,PE,fevereiro,28.1,1991 - 2021,2
82983.0,Petrolina,PE,marco,28.0,1991 - 2021,3
82983.0,Petrolina,PE,abril,27.6,1991 - 2021,4
82983.0,Petrolina,PE,maio,26.6,1991 - 2021,5
82983.0,Petrolina,PE,junho,25.2,1991 - 2021,6
82983.0,Petrolina,PE,julho,24.6,1991 - 2021,7
82983.0,Petrolina,PE,agosto,25.2,1991 - 2021,8
82983.0,Petrolina,PE,setembro,26.9,1991 - 2021,9
82983.0,Petrolina,PE,outubro,28.5,1991 - 2021,10
82983.0,Petrolina,PE,novembro,28.8,1991 - 2021,11
82983.0,Petrolina,PE,dezembro,28.6,1991 - 2021,12
83096.0,Aracaju,SE,janeiro,27.0,1961 - 1991,1
83096.0,Aracaju,SE,fevereiro,27.1,1961 - 1991,2
83096.0,Aracaju,SE,marco,27.1,1961 - 1991,3
83096.0,Aracaju,SE,abril,26.7,1961 - 1991,4
83096.0,Aracaju,SE,maio,26.0,1961 - 1991,5
83096.0,Aracaju,SE,junho,25.1,1961 - 1991,6
83096.0,Aracaju,SE,julho,24.4,1961 - 1991,7
83096.0,Aracaju,SE,agosto,24.4,1961 - 1991,8
83096.0,Aracaju,SE,setembro,25.0,1961 - 1991,9
83096.0,Aracaju,SE,outubro,25.9,1961 - 1991,10
83096.0,Aracaju,SE,novembro,26.3,1961 - 1991,11
83096.0,Aracaju,SE,dezembro,26.6,1961 - 1991,12
83096.0,Aracaju,SE,janeiro,27.2,1981 - 2011,1
83096.0,Aracaju,SE,fevereiro,27.5,1981 - 2011,2
83096.0,Aracaju,SE,marco,27.6,1981 - 2011,3
83096.0,Aracaju,SE,abril,27.2,1981 - 2011,4
83096.0,Aracaju,SE,maio,26.3,1981 - 2011,5
83096.0,Aracaju,SE,junho,25.4,1981 - 2011,6
83096.0,Aracaju,SE,julho,24.7,1981 - 2011,7
83096.0,Aracaju,SE,agosto,24.8,1981 - 2011,8
83096.0,Aracaju,SE,setembro,25.3,1981 - 2011,9
83096.0,Aracaju,SE,outubro,26.1,1981 - 2011,10
83096.0,Aracaju,SE,novembro,26.6,1981 - 2011,11
83096.0,Aracaju,SE,dezembro,27.0,1981 - 2011,12
83096.0,Aracaju,SE,janeiro,27.3,1991 - 2021,1
83096.0,Aracaju,SE,fevereiro,27.5,1991 - 2021,2
83096.0,Aracaju,SE,marco,27.7,1991 - 2021,3
83096.0,Aracaju,SE,abril,27.3,1991 - 2021,4
83096.0,Aracaju,SE,maio,26.5,1991 - 2021,5
83096.0,Aracaju,SE,junho,25.6,1991 - 2021,6
83096.0,Aracaju,SE,julho,24.9,1991 - 2021,7
83096.0,Aracaju,SE,agosto,24.9,1991 - 2021,8
83096.0,Aracaju,SE,setembro,25.4,1991 - 2021,9
83096.0,Aracaju,SE,outubro,26.2,1991 - 2021,10
83096.0,Aracaju,SE,novembro,26.7,1991 - 2021,11
83096.0,Aracaju,SE,dezembro,27.1,1991 - 2021,12
83097.0,Propriá,SE,janeiro,27.1,1961 - 1991,1
83097.0,Propriá,SE,fevereiro,27.1,1961 - 1991,2
83097.0,Propriá,SE,marco,26.9,1961 - 1991,3
83097.0,Propriá,SE,abril,26.2,1961 - 1991,4
83097.0,Propriá,SE,maio,25.0,1961 - 1991,5
83097.0,Propriá,SE,junho,23.8,1961 - 1991,6
83097.0,Propriá,SE,julho,22.9,1961 - 1991,7
83097.0,Propriá,SE,agosto,22.9,1961 - 1991,8
83097.0,Propriá,SE,setembro,23.8,1961 - 1991,9
83097.0,Propriá,SE,outubro,25.3,1961 - 1991,10
83097.0,Propriá,SE,novembro,26.5,1961 - 1991,11
83097.0,Propriá,SE,dezembro,26.9,1961 - 1991,12
83097.0,Propriá,SE,janeiro,27.5,1981 - 2011,1
83097.0,Propriá,SE,fevereiro,27.8,1981 - 2011,2
83097.0,Propriá,SE,marco,27.8,1981 - 2011,3
83097.0,Propriá,SE,abril,26.7,1981 - 2011,4
83097.0,Propriá,SE,maio,25.6,1981 - 2011,5
83097.0,Propriá,SE,junho,24.1,1981 - 2011,6
83097.0,Propriá,SE,julho,23.5,1981 - 2011,7
83097.0,Propriá,SE,agosto,23.5,1981 - 2011,8
83097.0,Propriá,SE,setembro,24.5,1981 - 2011,9
83097.0,Propriá,SE,outubro,25.9,1981 - 2011,10
83097.0,Propriá,SE,novembro,27.1,1981 - 2011,11
83097.0,Propriá,SE,dezembro,27.5,1981 - 2011,12
83097.0,Propriá,SE,janeiro,27.7,1991 - 2021,1
83097.0,Propriá,SE,fevereiro,28.0,1991 - 2021,2
83097.0,Propriá,SE,marco,28.0,1991 - 2021,3
83097.0,Propriá,SE,abril,27.1,1991 - 2021,4
83097.0,Propriá,SE,maio,25.9,1991 - 2021,5
83097.0,Propriá,SE,junho,24.4,1991 - 2021,6
83097.0,Propriá,SE,julho,23.6,1991 - 2021,7
83097.0,Propriá,SE,agosto,23.7,1991 - 2021,8
83097.0,Propriá,SE,setembro,24.6,1991 - 2021,9
83097.0,Propriá,SE,outubro,26.1,1991 - 2021,10
83097.0,Propriá,SE,novembro,27.2,1991 - 2021,11
83097.0,Propriá,SE,dezembro,27.7,1991 - 2021,12
83184.0,Morro do Chapéu,BA,janeiro,20.8,1961 - 1991,1
83184.0,Morro do Chapéu,BA,fevereiro,21.0,1961 - 1991,2
83184.0,Morro do Chapéu,BA,marco,20.8,1961 - 1991,3
83184.0,Morro do Chapéu,BA,abril,20.4,1961 - 1991,4
83184.0,Morro do Chapéu,BA,maio,18.9,1961 - 1991,5
83184.0,Morro do Chapéu,BA,junho,17.4,1961 - 1991,6
83184.0,Morro do Chapéu,BA,julho,16.8,1961 - 1991,7
83184.0,Morro do Chapéu,BA,agosto,17.4,1961 - 1991,8
83184.0,Morro do Chapéu,BA,setembro,18.7,1961 - 1991,9
83184.0,Morro do Chapéu,BA,outubro,20.2,1961 - 1991,10
83184.0,Morro do Chapéu,BA,novembro,20.8,1961 - 1991,11
83184.0,Morro do Chapéu,BA,dezembro,20.7,1961 - 1991,12
83184.0,Morro do Chapéu,BA,janeiro,22.1,1981 - 2011,1
83184.0,Morro do Chapéu,BA,fevereiro,22.4,1981 - 2011,2
83184.0,Morro do Chapéu,BA,marco,22.1,1981 - 2011,3
83184.0,Morro do Chapéu,BA,abril,21.3,1981 - 2011,4
83184.0,Morro do Chapéu,BA,maio,20.0,1981 - 2011,5
83184.0,Morro do Chapéu,BA,junho,18.4,1981 - 2011,6
83184.0,Morro do Chapéu,BA,julho,17.7,1981 - 2011,7
83184.0,Morro do Chapéu,BA,agosto,18.1,1981 - 2011,8
83184.0,Morro do Chapéu,BA,setembro,19.6,1981 - 2011,9
83184.0,Morro do Chapéu,BA,outubro,21.2,1981 - 2011,10
83184.0,Morro do Chapéu,BA,novembro,21.7,1981 - 2011,11
83184.0,Morro do Chapéu,BA,dezembro,21.9,1981 - 2011,12
83184.0,Morro do Chapéu,BA,janeiro,22.3,1991 - 2021,1
83184.0,Morro do Chapéu,BA,fevereiro,22.5,1991 - 2021,2
83184.0,Morro do Chapéu,BA,marco,22.5,1991 - 2021,3
83184.0,Morro do Chapéu,BA,abril,21.6,1991 - 2021,4
83184.0,Morro do Chapéu,BA,maio,20.2,1991 - 2021,5
83184.0,Morro do Chapéu,BA,junho,18.7,1991 - 2021,6
83184.0,Morro do Chapéu,BA,julho,17.9,1991 - 2021,7
83184.0,Morro do Chapéu,BA,agosto,18.3,1991 - 2021,8
83184.0,Morro do Chapéu,BA,setembro,19.7,1991 - 2021,9
83184.0,Morro do Chapéu,BA,outubro,21.4,1991 - 2021,10
83184.0,Morro do Chapéu,BA,novembro,21.8,1991 - 2021,11
83184.0,Morro do Chapéu,BA,dezembro,22.2,1991 - 2021,12
83192.0,Cipó,BA,janeiro,26.7,1961 - 1991,1
83192.0,Cipó,BA,fevereiro,26.8,1961 - 1991,2
83192.0,Cipó,BA,marco,26.4,1961 - 1991,3
83192.0,Cipó,BA,abril,25.8,1961 - 1991,4
83192.0,Cipó,BA,maio,24.5,1961 - 1991,5
83192.0,Cipó,BA,junho,23.1,1961 - 1991,6
83192.0,Cipó,BA,julho,22.6,1961 - 1991,7
83192.0,Cipó,BA,agosto,22.5,1961 - 1991,8
83192.0,Cipó,BA,setembro,23.8,1961 - 1991,9
83192.0,Cipó,BA,outubro,25.3,1961 - 1991,10
83192.0,Cipó,BA,novembro,26.2,1961 - 1991,11
83192.0,Cipó,BA,dezembro,26.5,1961 - 1991,12
83192.0,Cipó,BA,janeiro,27.3,1981 - 2011,1
83192.0,Cipó,BA,fevereiro,27.5,1981 - 2011,2
83192.0,Cipó,BA,marco,27.4,1981 - 2011,3
83192.0,Cipó,BA,abril,26.6,1981 - 2011,4
83192.0,Cipó,BA,maio,25.1,1981 - 2011,5
83192.0,Cipó,BA,junho,23.5,1981 - 2011,6
83192.0,Cipó,BA,julho,22.7,1981 - 2011,7
83192.0,Cipó,BA,agosto,22.8,1981 - 2011,8
83192.0,Cipó,BA,setembro,24.1,1981 - 2011,9
83192.0,Cipó,BA,outubro,25.8,1981 - 2011,10
83192.0,Cipó,BA,novembro,26.7,1981 - 2011,11
83192.0,Cipó,BA,dezembro,27.3,1981 - 2011,12
83192.0,Cipó,BA,janeiro,27.4,1991 - 2021,1
83192.0,Cipó,BA,fevereiro,27.4,1991 - 2021,2
83192.0,Cipó,BA,marco,27.5,1991 - 2021,3
83192.0,Cipó,BA,abril,26.7,1991 - 2021,4
83192.0,Cipó,BA,maio,25.2,1991 - 2021,5
83192.0,Cipó,BA,junho,23.5,1991 - 2021,6
83192.0,Cipó,BA,julho,22.7,1991 - 2021,7
83192.0,Cipó,BA,agosto,22.9,1991 - 2021,8
83192.0,Cipó,BA,setembro,24.2,1991 - 2021,9
83192.0,Cipó,BA,outubro,25.7,1991 - 2021,10
83192.0,Cipó,BA,novembro,26.7,1991 - 2021,11
83192.0,Cipó,BA,dezembro,27.2,1991 - 2021,12
83195.0,Itabaianinha,SE,janeiro,25.3,1961 - 1991,1
83195.0,Itabaianinha,SE,fevereiro,25.4,1961 - 1991,2
83195.0,Itabaianinha,SE,marco,25.3,1961 - 1991,3
83195.0,Itabaianinha,SE,abril,24.7,1961 - 1991,4
83195.0,Itabaianinha,SE,maio,23.8,1961 - 1991,5
83195.0,Itabaianinha,SE,junho,22.5,1961 - 1991,6
83195.0,Itabaianinha,SE,julho,21.8,1961 - 1991,7
83195.0,Itabaianinha,SE,agosto,21.7,1961 - 1991,8
83195.0,Itabaianinha,SE,setembro,22.5,1961 - 1991,9
83195.0,Itabaianinha,SE,outubro,23.8,1961 - 1991,10
83195.0,Itabaianinha,SE,novembro,24.7,1961 - 1991,11
83195.0,Itabaianinha,SE,dezembro,25.0,1961 - 1991,12
83195.0,Itabaianinha,SE,janeiro,26.0,1981 - 2011,1
83195.0,Itabaianinha,SE,fevereiro,26.1,1981 - 2011,2
83195.0,Itabaianinha,SE,marco,26.1,1981 - 2011,3
83195.0,Itabaianinha,SE,abril,25.5,1981 - 2011,4
83195.0,Itabaianinha,SE,maio,24.3,1981 - 2011,5
83195.0,Itabaianinha,SE,junho,23.0,1981 - 2011,6
83195.0,Itabaianinha,SE,julho,22.2,1981 - 2011,7
83195.0,Itabaianinha,SE,agosto,22.2,1981 - 2011,8
83195.0,Itabaianinha,SE,setembro,23.2,1981 - 2011,9
83195.0,Itabaianinha,SE,outubro,24.4,1981 - 2011,10
83195.0,Itabaianinha,SE,novembro,25.4,1981 - 2011,11
83195.0,Itabaianinha,SE,dezembro,25.9,1981 - 2011,12
83195.0,Itabaianinha,SE,janeiro,26.1,1991 - 2021,1
83195.0,Itabaianinha,SE,fevereiro,26.2,1991 - 2021,2
83195.0,Itabaianinha,SE,marco,26.3,1991 - 2021,3
83195.0,Itabaianinha,SE,abril,25.6,1991 - 2021,4
83195.0,Itabaianinha,SE,maio,24.3,1991 - 2021,5
83195.0,Itabaianinha,SE,junho,23.1,1991 - 2021,6
83195.0,Itabaianinha,SE,julho,22.3,1991 - 2021,7
83195.0,Itabaianinha,SE,agosto,22.3,1991 - 2021,8
83195.0,Itabaianinha,SE,setembro,23.2,1991 - 2021,9
83195.0,Itabaianinha,SE,outubro,24.5,1991 - 2021,10
83195.0,Itabaianinha,SE,novembro,25.3,1991 - 2021,11
83195.0,Itabaianinha,SE,dezembro,25.9,1991 - 2021,12
83228.0,Peixe,TO,janeiro,25.5,1961 - 1991,1
83228.0,Peixe,TO,fevereiro,25.5,1961 - 1991,2
83228.0,Peixe,TO,marco,25.7,1961 - 1991,3
83228.0,Peixe,TO,abril,26.0,1961 - 1991,4
83228.0,Peixe,TO,maio,25.6,1961 - 1991,5
83228.0,Peixe,TO,junho,24.1,1961 - 1991,6
83228.0,Peixe,TO,julho,24.1,1961 - 1991,7
83228.0,Peixe,TO,agosto,25.6,1961 - 1991,8
83228.0,Peixe,TO,setembro,27.1,1961 - 1991,9
83228.0,Peixe,TO,outubro,26.8,1961 - 1991,10
83228.0,Peixe,TO,novembro,26.1,1961 - 1991,11
83228.0,Peixe,TO,dezembro,25.5,1961 - 1991,12
83228.0,Peixe,TO,janeiro,25.9,1981 - 2011,1
83228.0,Peixe,TO,fevereiro,25.9,1981 - 2011,2
